date,event_type,location,kia,wia,economic_damage,summary,source_urls
"01 Jul 26","Sniper Attack","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","Lance Naik Hassan Raza of the Pakistan Army was killed while on duty in Upper South Waziristan via a sniper attack. He was from Mandi Bahauddin district of Punjab.","https://www.facebook.com/100071965024983/posts/1027553819653443"
"30 Jun 26","Drone Strike","South Waziristan, Khyber Pakhtunkhwa","2SF","2SF","","Two FC personnel were killed and two injured in a drone strike in Wana, South Waziristan while on an IBO.","https://t.me/MappingConflictinPakistan/4192"
"30 Jun 26","Sniper Attack","Kurram, Khyber Pakhtunkhwa","1SF","0","","One FC personnel named Irfan was killed in a sniper attack in Kurram district.","https://t.me/Insurgent_Zone/2205"
"29 Jun 26","Checkpoint Attack","Chitral, Khyber Pakhtunkhwa","0","4SF","","Four FC personnel from Chitral Scouts were injured in an attack on a checkpost in Chitral.","https://t.me/Insurgent_Zone/2182"
"29 Jun 26","Grenade Attack","Harnai, Balochistan","0","6SF","","Six police personnel were injured in a grenade attack in Harnai, Balochistan.","https://t.me/Insurgent_Zone/2147"
"29 Jun 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","One police personnel was killed in Miryan Bannu due to targeted killing.","https://t.me/Insurgent_Zone/2170"
"28 Jun 26","Intel Based Operation","Bajaur, Khyber Pakhtunkhwa","4M","0","","Four Jamaat-ul-Ahrar militants were killed during an intelligence-based operation by Pakistani forces in Bajaur including Commander Khan Farosh","https://www.reuters.com/world/asia-pacific/pakistan-forces-kill-29-militants-border-operation-ap-reports-2026-06-28/"
"28 Jun 26","Intel Based Operation","Khuzdar, Balochistan","2M","0","","Two BLA militants were killed in an intelligence-based operation in Zehri, Khuzdar.","https://t.me/Insurgent_Zone/2142"
"28 Jun 26","IED Explosion","Kech, Balochistan","1SF","1SF","","One Army personnel from a bomb disposal unit was killed and another critically injured in Kech.","https://t.me/Insurgent_Zone/2179"
"27 Jun 26","Intel Based Operation","Dera Ismail Khan, Khyber Pakhtunkhwa","2M","0","","Two TTP militants were killed in an intelligence-based operation in Kulachi, Dera Ismail Khan.","https://t.me/Insurgent_Zone/2080"
"27 Jun 26","IED Explosion","Quetta, Balochistan","0","4SF","","Four police personnel were injured when their vehicle was targeted in an IED blast in Quetta.","https://t.me/Insurgent_Zone/2093"
"27 Jun 26","Ambush","Ziarat, Balochistan","0","3SF","","Three police personnel were injured in an ambush in Ziarat.","https://t.me/Insurgent_Zone/2099"
"27 Jun 26","Suicide Attack","Central Karachi, Sindh","11SF
/
3M","7SF","","A suicide bombing on a Rangers Compound in Gulistan-e-Johar block, Karachi, resulted in the death of 11 Rangers personnel and injured 7 others.","https://www.aljazeera.com/news/2026/6/27/explosion-and-gunfire-reported-in-pakistans-karachi | https://x.com/Pakilad3/status/2071225791220781214?s=20"
"27 Jun 26","Drone Strike","South Waziristan, Khyber Pakhtunkhwa","1SF","3SF","","An Army personnel was killed in a mortar attack on a checkpost in Makin, South Waziristan. *Note mortar attacks claimed by TTP indicate Quadcopter strikes","https://t.me/Insurgent_Zone/2124"
"26 Jun 26","Ambush","Khuzdar, Balochistan","0","2SF","","Two anti-terrorism force personnel, including a Station House Officer, were injured in an ambush in Khuzdar.","https://t.me/Insurgent_Zone/2059"
"26 Jun 26","Intel Based Operation","Khuzdar, Balochistan","2M","0","","Two BLA militants were killed in an Intelligence Based Operation (IBO) in Zehri, Khuzdar.","https://t.me/Insurgent_Zone/2063"
"26 Jun 26","Intel Based Operation","Kharan, Balochistan","3M","0","","3 BLF militants were killed in an armed clash in the Sarawan area of Kharan, Balochistan.","https://t.me/Insurgent_Zone/2069"
"26 Jun 26","Intel Based Operation","Mastung, Balochistan","5M","0","","An IBO in Kili Padah, Mastung, resulted in the killing of four alleged militants, and one of them denoted himself.","https://x.com/warfrontop/status/2070532323389640787?s=20"
"26 Jun 26","Checkpoint Attack","Bajaur, Khyber Pakhtunkhwa","1M","0","","Security forces repelled an attack on a checkpoint in Waran Front, Bajaur, killing one militants.","https://x.com/warfrontop/status/2070532323389640787?s=20"
"26 Jun 26","Armed Clash","Tank, Khyber Pakhtunkhwa","1M","0","","One TTP militant was killed in an armed clash in Tank.","https://t.me/Insurgent_Zone/2079"
"26 Jun 26","Drone Strike","Chitral Lower, Khyber Pakhtunkhwa","1SF","3SF","","Sepoy Fareed of the Frontier Corps was killed in a drone attack on Orson Post 3337 near the Afghanistan border.","https://t.me/Insurgent_Zone/2062"
"26 Jun 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps (FC) personnel was shot and killed by unidentified assailants in Akbari village, Tank district, Khyber Pakhtunkhwa.","https://t.me/MappingConflictinPakistan/3990"
"26 Jun 26","Armed Clash","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","Army personnel Adnan was killed in an armed clash in Wana, South Waziristan.","https://www.facebook.com/share/p/1LFMQBHB1j/"
"25 Jun 26","Other","Kalat, Balochistan","1SF","0","","A deputy director of the Airport Security Force (ASF) was kidnapped on 20 May and killed in Kalat, Balochistan.","https://www.arabnews.com/node/2648638/pakistan | https://t.me/MappingConflictinPakistan/3919"
"25 Jun 26","Targeted Killing","Kech, Balochistan","1IRR","0","","A pro-state militia member was killed in Turbat city, Kech district.","https://t.me/Insurgent_Zone/2046"
"25 Jun 26","Drone Strike","Lakki Marwat, Khyber Pakhtunkhwa","1SF","0","","A police personnel was killed in a drone strike on badarga security post, providing security to OGDCL Company in the Bettani area of Lakki Marwat.","https://t.me/Insurgent_Zone/2051"
"25 Jun 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A police personnel was killed in a targeted killing incident in Badhbir, Peshawar.","https://t.me/MappingConflictinPakistan/3928"
"24 Jun 26","Intel Based Operation","Kharan, Balochistan","4M","0","","FC Balochistan (South) allegedly killed 4 BLA militants in an operation in Sarawan, Kharan who belonged to the Qaher Drone force of BLA.","https://x.com/FCBln_South/status/2070216827981242558"
"24 Jun 26","Ambush","Khyber, Khyber Pakhtunkhwa","2M","0","","Two ISKP militants were killed in an ambush in Khyber district.","https://t.me/Insurgent_Zone/2047"
"24 Jun 26","Armed Clash","Tank, Khyber Pakhtunkhwa","1SF
/
2M","3SF","","An armed clash in Gomal, Tank resulted in the death of one SOG personnel and injuries to three others. Two militants were also killed in the incident.","https://t.me/Insurgent_Zone/2019"
"24 Jun 26","Drone Strike","Bannu, Khyber Pakhtunkhwa","0","2SF","","Two FC personnel were injured in a drone strike on Huwaid Police Station in Miryan Bannu.","https://t.me/MappingConflictinPakistan/3881"
"24 Jun 26","Encounter","Dir Lower, Khyber Pakhtunkhwa","6M","0","","CTD and Police conducted a joint operation in Lower Dir, resulting in the elimination of six TTP militants. Three of the militants were identified as Khalil ur Rehman alias Saddam, Najamuddin alias Abu dujana, and Kifayatulla. They were implicated in various attacks, including the recent assault on the Badwan Bridge police post.","https://x.com/JawadYousufxai/status/2069658839792923021"
"23 Jun 26","Intel Based Operation","Kharan, Balochistan","2M","0","","Two BLF militants were killed in Kharan, Balochistan.","https://t.me/Insurgent_Zone/2007"
"22 Jun 26","Intel Based Operation","Kech, Balochistan","4M","0","","Four militants were killed during an intelligence-based operation in Turbat.","https://t.me/Insurgent_Zone/1977"
"22 Jun 26","Intel Based Operation","Chagai, Balochistan","5M","0","","FC Balochistan (South) conducted an operation in Dalbandin, eliminating 5 BLF militants.","https://x.com/FCBln_South/status/2069036874325500026"
"22 Jun 26","Intel Based Operation","Kech, Balochistan","7M","0","","Security forces conducted an operation in Hoshab, Balochistan, killing 7 BLF Militants","https://x.com/FCBln_South/status/2068937841099550784"
"22 Jun 26","Intel Based Operation","Bajaur, Khyber Pakhtunkhwa","1M","0","","A TTP militant named Mehmud alias Hamad was killed in Bajaur.","https://t.me/Insurgent_Zone/1983"
"21 Jun 26","IED Explosion","Karak, Khyber Pakhtunkhwa","0","1SF","","A Station House Officer (SHO) was injured in an IED blast in Karak.","https://t.me/Insurgent_Zone/1962"
"21 Jun 26","Intel Based Operation","Lakki Marwat, Khyber Pakhtunkhwa","1M","0","","A militant named Daud, also known as Zeeshan, was killed in Lakki Marwat.","https://t.me/Insurgent_Zone/1972"
"21 Jun 26","Drone Strike","Lakki Marwat, Khyber Pakhtunkhwa","0","1SF","","Naib Subedar Karamat was injured in a drone strike on a Frontier Corps checkpost in Takhtikhel, Lakki Marwat.","https://t.me/Insurgent_Zone/1968"
"21 Jun 26","Targeted Killing","North Waziristan, Khyber Pakhtunkhwa","1IRR","0","","One pro-state militia member was killed in Mir Ali, North Waziristan.","https://t.me/Insurgent_Zone/1970"
"21 Jun 26","Targeted Killing","Kachhi, Balochistan","1SF","0","","An ASI was killed in Dhadar Kacchi, Balochistan in a targeted killing incident.","https://t.me/Insurgent_Zone/1947"
"21 Jun 26","Ambush","North Waziristan, Khyber Pakhtunkhwa","5SF","7SF","","Five FC soldiers were killed in Dossaali, North Waziristan.","https://x.com/LairsW54332/status/2068640519304192256?s=20"
"20 Jun 26","IED Explosion","Bannu, Khyber Pakhtunkhwa","6IRR","5SF","","The TTP claimed responsibility for an IED attack in Bannu district targeting a local peace committee head, Aala Noor. Six individuals, including Noor, were reportedly killed.","https://t.me/Insurgent_Zone/1930"
"19 Jun 26","Drone Strike","Lakki Marwat, Khyber Pakhtunkhwa","2IRR","13SF","","A drone strike targeted a meeting of local elders at the hujra of former nazim Khalid Raza in Khairo Khel, Lakki Marwat, injuring 13 people.","https://x.com/LalWazir19/status/2067994216991723657"
"19 Jun 26","Other","Quetta, Balochistan","1SF","0","","One FC personnel was killed in Quetta.","https://www.facebook.com/share/p/1JCfPVA6jJ/"
"19 Jun 26","Sniper Attack","Khyber, Khyber Pakhtunkhwa","1SF","0","","An army personnel was killed in a sniper attack in Tirah Maidan.","https://www.facebook.com/share/v/18sHWdfphN/"
"18 Jun 26","Intel Based Operation","Tank, Khyber Pakhtunkhwa","1M","0","","One TTP militant was killed in Tank.","https://t.me/Insurgent_Zone/1859"
"18 Jun 26","Checkpoint Attack","Dir Lower, Khyber Pakhtunkhwa","1SF","3SF","","A police constable was killed and three others were seriously injured in an attack on a checkpost in Dir Lower.","https://www.nation.com.pk/19-Jun-2026/constable-killed-two-traffic-wardens-injured-lower-dir | https://t.me/Insurgent_Zone/1848"
"18 Jun 26","Armed Clash","Dir Lower, Khyber Pakhtunkhwa","0","2SF","","Two traffic police personnel were injured in a firing incident in Lower Dir.","https://t.me/Insurgent_Zone/1861"
"18 Jun 26","Drone Strike","Lakki Marwat, Khyber Pakhtunkhwa","0","3SF","","A drone strike on a police checkpost in Ghaznikhel, Lakki Marwat, resulted in 3 police personnel being injured.","https://t.me/MappingConflictinPakistan/3651"
"18 Jun 26","Targeted Killing","Nushki, Balochistan","1SF","0","","CTD officer Mama Afzal Hasni was killed in Nushki.","https://t.me/Insurgent_Zone/1861"
"17 Jun 26","Armed Clash","Poonch, Azad Jammu & Kashmir","1SF","3SF","","One Federal Constabulary personnel was killed and three others were injured in a firing raid in Rawalakot, Poonch, Azad Kashmir.","https://t.me/Insurgent_Zone/1829"
"17 Jun 26","Armed Clash","Kohat, Khyber Pakhtunkhwa","3M","0","","A CTD Swat team responded to intelligence about militants allegedly setting up a checkpoint on Shakardara Road. An exchange of fire ensued, resulting in the death of three suspected TTP militants in Kohat district","https://www.dawn.com/news/2008538/6-suspected-terrorists-killed-by-kp-ctd-in-2-separate-operations"
"17 Jun 26","Armed Clash","Charsadda, Khyber Pakhtunkhwa","3M","0","","Three militants identified as Hayat Khan alias Hayatullah, Asim, and Aminullah alias Muawiya alias Qari, were killed in an armed clash with CTD personnel in Shabqadar, Charsadda. The militants were reportedly wanted in several cases.","https://www.dawn.com/news/2008538/6-suspected-terrorists-killed-by-kp-ctd-in-2-separate-operations"
"17 Jun 26","Drone Strike","Peshawar, Khyber Pakhtunkhwa","1M","0","","A TTP militant was killed in a drone strike in Hasankhel, Peshawar.","https://t.me/Insurgent_Zone/1866"
"17 Jun 26","Armed Clash","Bannu, Khyber Pakhtunkhwa","2M","0","","Two IMP militants were killed in Bannu.","https://t.me/Insurgent_Zone/1863"
"16 Jun 26","Armed Clash","Attock, Punjab","5M","0","","Five TTP militants were killed in Attock.","https://www.dawn.com/news/2008293/5-suspected-terrorists-killed-during-intelligence-based-operation-in-attock-ctd"
"15 Jun 26","Armed Clash","Nasirabad, Balochistan","5M","0","","Five militants belonging to BRG were killed in Nasirabad.",""
"15 Jun 26","IED Explosion","Bajaur, Khyber Pakhtunkhwa","1SF","3SF","","Army personnel Ghulam Abbas was killed in an IED blast in Salarzai.","https://www.facebook.com/share/p/18tQx5DUvF/"
"15 Jun 26","Armed Clash","Panjgur, Balochistan","1M","0","","One TTP militant was killed during clashes in Pangur.","https://t.me/MappingConflictinPakistan/3562"
"15 Jun 26","Other","Bannu, Khyber Pakhtunkhwa","4IRR","0","","Four Taliban members were killed in Domel, Bannu district.","https://t.me/Insurgent_Zone/1797"
"15 Jun 26","Drone Strike","Tank, Khyber Pakhtunkhwa","1IRR","0","","A peace militia member was killed in a drone strike in Tank.","https://t.me/Insurgent_Zone/1783"
"15 Jun 26","Targeted Killing","Lakki Marwat, Khyber Pakhtunkhwa","4IRR","0","","Four peace committee members were killed in Lakki Marwat.","https://t.me/Insurgent_Zone/1786"
"15 Jun 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A police personnel was shot dead in Hasankhel, Peshawar.","https://t.me/MappingConflictinPakistan/3560"
"15 Jun 26","Sniper Attack","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","One FC personnel was killed in a sniper attack in South Waziristan.","https://www.facebook.com/share/p/1Cf2xqvqRN/"
"15 Jun 26","Ambush","South Waziristan, Khyber Pakhtunkhwa","2SF","7SF","","Two Bomb Disposal Unit members from FC were killed in Toi Khullah, South Waziristan.","https://t.me/MappingConflictinPakistan/3539"
"15 Jun 26","Ambush","Dera Ismail Khan, Khyber Pakhtunkhwa","3SF","10SF","","Three security personnel were killed in an ambush in Daraban, Dera Ismail Khan.","https://t.me/MappingConflictinPakistan/3537"
"15 Jun 26","Ambush","North Waziristan, Khyber Pakhtunkhwa","3SF","2SF","","Three FC personnel were killed in an ambush in Miranshah, North Waziristan.","https://www.facebook.com/permalink.php?story_fbid=pfbid02hF4LsiNya2ZgRYeZHPFcattPAnJ8XdGAZBUUQ9bc8DzzKqtxMxAfwDQEd3rsRZf4l&id=100064127350297"
"14 Jun 26","Armed Clash","Panjgur, Balochistan","1SF","0","","One FC personnel, Bilal Ahmed, was killed in armed clashes in Panjgur.","https://www.facebook.com/share/p/1JQURSpZGn/"
"14 Jun 26","Checkpoint Attack","Kurram, Khyber Pakhtunkhwa","0","17SF","","17 police personnel were injured in an attack on a police station in Sada, Central Kurram.","https://t.me/Insurgent_Zone/1765"
"14 Jun 26","Drone Strike","North Waziristan, Khyber Pakhtunkhwa","0","6SF","","6 FC personnel were injured in a quadcopter strike in Spinwam, North Waziristan.","https://t.me/Insurgent_Zone/1771"
"14 Jun 26","Armed Clash","Panjgur, Balochistan","3M","0","","Three Baloch militants were killed by security forces in Panjgur.","https://t.me/Insurgent_Zone/1751"
"14 Jun 26","Suicide Attack","Dera Ghazi Khan, Punjab","3SF","6SF","","A missile attack on Jhangi Checkpost in Taunsa Sharif, Dera Ghazi Khan, resulted in the death of 3 police personnel and injured 6 others.","https://t.me/Insurgent_Zone/1766"
"13 Jun 26","Other","North Waziristan, Khyber Pakhtunkhwa","3SF","5SF","","Three personnel, including a captain, were killed and five others, including a major, were injured in North Waziristan when their vehicle's tire burst.","https://x.com/i/status/2065777278160978226"
"13 Jun 26","Armed Clash","Kech, Balochistan","2M","0","","Frontier Corps killed two BLA militants in Buleda, Kech.","https://t.me/Insurgent_Zone/1761"
"13 Jun 26","Other","Bannu, Khyber Pakhtunkhwa","1M","0","","A militant was killed in Bannu.","https://t.me/Insurgent_Zone/1717"
"13 Jun 26","Sniper Attack","Kurram, Khyber Pakhtunkhwa","1SF","0","","FC personnel Ruman was killed in a sniper attack in Central Kurram.","https://www.facebook.com/share/v/1E9HXPAJsc/"
"13 Jun 26","Armed Clash","Quetta, Balochistan","1SF","2SF","","One police personnel was killed and two others were injured in a firing raid in Quetta.","https://t.me/Insurgent_Zone/1714"
"12 Jun 26","Armed Clash","Kurram, Khyber Pakhtunkhwa","1M","0","","Abdullah Mangal, a militant, was killed during clashes in Central Kurram.","https://t.me/Insurgent_Zone/1702"
"12 Jun 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","A police constable was shot dead in Bannu.","https://t.me/Insurgent_Zone/1679"
"12 Jun 26","Drone Strike","Bannu, Khyber Pakhtunkhwa","1M","0","","A militant named Abubakr was killed in a drone strike in Bakakhel, Bannu.","https://x.com/War_Analysts/status/2065377324460057076?s=20"
"12 Jun 26","IED Explosion","Lakki Marwat, Khyber Pakhtunkhwa","0","1SF","","A police APC was targeted by an IED blast in Ghaznikhel, Lakki Marwat, injuring one police personnel.","https://t.me/Insurgent_Zone/1682"
"12 Jun 26","Suicide Attack","Lakki Marwat, Khyber Pakhtunkhwa","1IRR","7SF","","A suicide bombing near a mosque in Lakki Marwat killed 1 peace militia member and 1 civilian, and injured 10 civilians.","https://t.me/Insurgent_Zone/1693"
"12 Jun 26","Other","Kachhi, Balochistan","1SF","0","","FC Subedar Muhammad Zaman was killed in Mach, Balochistan.","https://www.facebook.com/share/p/18RuAPPNEm/"
"12 Jun 26","IED Explosion","Mastung, Balochistan","1SF","0","","Two FC personnel were killed in an IED blast in Mastung.","https://www.facebook.com/share/1Ckn3KibMy/"
"11 Jun 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","24M","0","","In an ongoing operation in Mianshah, North Waziristan, 24 militants from IMP and TTP were killed.",""
"11 Jun 26","Targeted Killing","Karak, Khyber Pakhtunkhwa","1SF","0","","A police constable, Naseerullah Khan, was killed in Karak.","https://t.me/MappingConflictinPakistan/3380"
"11 Jun 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","A police constable named Roshan was killed outside his home in Bakakhel, Bannu.","https://t.me/Insurgent_Zone/1678"
"10 Jun 26","Drone Strike","Karak, Khyber Pakhtunkhwa","0","9SF","","A drone strike on a police station in Karak injured 8 police personnel and 1 fc personnel.","https://m.facebook.com/story.php?story_fbid=pfbid04NBAdogGAdPePd6ULV2bKQVaTptg1VNX63JNyT8ovCNkaiW5q1XMXZUeDzRWHhnZl&id=61552227501308&mibextid=CDWPTG"
"10 Jun 26","Other","Muzaffarabad, Azad Jammu & Kashmir","22SF","0","","22 Pakistani security force personnel, including 3 officers and 19 soldiers, were killed in a helicopter crash in Muzzafarabad, AJK. All casualties were from 21 Avn Sqn, SOW, and 2 Wing Rangers units.","https://www.reuters.com/world/asia-pacific/military-helicopter-crash-pakistani-kashmir-killed-22-security-sources-say-2026-06-11/"
"10 Jun 26","Targeted Killing","Panjgur, Balochistan","2IRR","0","","Two pro-state militia members were killed in Panjgur.","https://t.me/Insurgent_Zone/1653"
"09 Jun 26","Grenade Attack","Peshawar, Khyber Pakhtunkhwa","0","1SF","","One police personnel was seriously injured in a grenade attack on the Badhbir police station.",""
"09 Jun 26","Armed Clash","Dera Bugti, Balochistan","0","2SF","","Two FC personnel were injured in armed clashes in Dera Bugti.","https://x.com/i/status/2064238659847504339"
"09 Jun 26","Checkpoint Attack","Peshawar, Khyber Pakhtunkhwa","6SF","6SF","","6 federal constabulary personnel were killed and 6 more were injured, and 8 personnel were abducted in an attack on a check post in Hasankhel, Peshawar.","https://www.facebook.com/share/1CZ3Z3gCKs/"
"09 Jun 26","Armed Clash","Duki, Balochistan","1SF","1SF","","An attack on a police station in Duki resulted in the death of one police personnel and serious injury to another.","https://www.facebook.com/share/p/1E8vy3Bb1Q/"
"08 Jun 26","Armed Clash","Khuzdar, Balochistan","1SF
/
14M","0","","One FC personnel was killed and 14 BLF militants were killed in an intelligence-based operation in Naal, Khuzdar.","https://www.facebook.com/share/p/1LQzsftEpC/"
"08 Jun 26","Armed Clash","Dera Ismail Khan, Khyber Pakhtunkhwa","2M","0","","Two militants were killed in Dera Ismail Khan.","https://t.me/Insurgent_Zone/1596?single"
"08 Jun 26","Targeted Killing","South Waziristan, Khyber Pakhtunkhwa","1IRR","0","","A pro-state militia member was killed in Makin, South Waziristan.","https://t.me/Insurgent_Zone/1601?single"
"08 Jun 26","Ambush","Swat, Khyber Pakhtunkhwa","1SF
2IRR","0","","One police personnel and two pro-state militia members were killed in an RPG attack in Matta, Swat. The attack targeted security forces.","https://t.me/Insurgent_Zone/1599"
"07 Jun 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","20M","0","","18 militants were killed in an IBO operation in Miranshah, North Waziristan.","https://t.me/Insurgent_Zone/1580"
"07 Jun 26","Targeted Killing","Hangu, Khyber Pakhtunkhwa","1SF","0","","Police constable Sher Nawaz was killed in a targeted killing in Hangu.","https://www.facebook.com/share/1EEo2Wwsid/"
"07 Jun 26","Armed Clash","Poonch, Azad Jammu & Kashmir","4SF","89SF","","Four security personnel (3 police, 1 federal constabulary) were killed and 20 injured in a firing incident in Rawalakot.","https://x.com/i/status/2063670865032810784"
"06 Jun 26","Intel Based Operation","Dera Ghazi Khan, Punjab","1SF
/
2M","0","","Two militants affiliated with the Pakistani Taliban, identified as Arshad and another known as Abu Bakr/Umar, were killed in the Qaisarani tribal area of Dera Ghazi Khan, Punjab.","https://x.com/Global_Decipher/status/2063208760026517965"
"06 Jun 26","Drone Strike","Khyber Pakhtunkhwa","2M","0","","Two TTP militants were killed in an operation in Akakhel Bara.","https://t.me/Insurgent_Zone/1557"
"06 Jun 26","Armed Clash","Killa Abdullah, Balochistan","2M","1SF","","Militants attacked a police patrolling party in Killa Abdullah, injuring one constable. Two militants were killed in retaliation.","https://t.me/Insurgent_Zone/1558"
"06 Jun 26","Sniper Attack","Gwadar, Balochistan","1SF","0","","An FC personnel was killed by a sniper in Gwadar.","https://www.facebook.com/share/1CoPK5DdVj/"
"06 Jun 26","IED Explosion","Kech, Balochistan","2SF","0","","A Lieutenant Colonel was killed in an IED blast in Turbat, Kech.","https://x.com/i/status/2063559685559771331"
"05 Jun 26","Targeted Killing","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","Unknown assailants killed two sons of Malik Jameel Wazir in Krikot, South Waziristan. One of the victims was a police personnel.","https://www.dawn.com/news/2005488"
"05 Jun 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","An army personnel was shot dead by unknown assailants in Landi Kotal, Khyber while on leave.","https://t.me/Insurgent_Zone/1544"
"05 Jun 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","Lance Naik Babar was killed in a sniper attack in Tirah Maidan, Khyber.","https://www.facebook.com/share/1EWd56bKCu/"
"05 Jun 26","Ambush","Lakki Marwat, Khyber Pakhtunkhwa","1SF","6SF","","An ambush on a military convoy in Tajuri, Lakki Marwat, resulted in the death of 1 army personnel and injuries to 6 others.","https://www.facebook.com/share/1WX8fFZuPW/"
"04 Jun 26","Armed Clash","Mohmand, Khyber Pakhtunkhwa","2M","0","","Two TTP militants were killed in an intelligence-based operation in Halimzai, Mohmand.","https://t.me/Insurgent_Zone/1522"
"04 Jun 26","Armed Clash","Dera Ismail Khan, Khyber Pakhtunkhwa","2M","0","","Two TTP militants were killed in Kulachi Dera Ismail Khan.","https://t.me/Insurgent_Zone/1501?single"
"04 Jun 26","Armed Clash","Panjgur, Balochistan","6M","0","","Six Baloch separatists were killed by security forces in Panjgur.","https://t.me/Insurgent_Zone/1530"
"04 Jun 26","Armed Clash","Chagai, Balochistan","2M","0","","Two Baloch separatists were killed in an intelligence-based operation in Dalbandin.","https://t.me/Insurgent_Zone/1509"
"04 Jun 26","Armed Clash","South Waziristan, Khyber Pakhtunkhwa","0","1SF","","One police personnel was seriously injured in an attack by unknown assailants in Wana, South Waziristan.","https://t.me/Insurgent_Zone/1525"
"03 Jun 26","Targeted Killing","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","An army soldier, Muhammad Imran, was killed in a sniper attack in North Waziristan.","https://www.facebook.com/share/1Dujft7baz/"
"03 Jun 26","Ambush","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","Army personnel Jalal Khan was killed in an ambush by militants in Spinkai Raghzai, South Waziristan.","https://www.facebook.com/share/v/16wokcx8W4/"
"03 Jun 26","Targeted Killing","Ghizer, Gilgit-Baltistan","1SF","0","","Unknown assailants shot and killed a Naib Subedar and a civilian in the Yasin Valley area of Ghizer district.","https://www.facebook.com/share/p/18mJfNxyLJ/"
"02 Jun 26","Armed Clash","Chaman, Balochistan","0","1SF","","A police officer was injured in a firing incident by unidentified assailants on the Mall Road in Chamana town, Chaman district, Balochistan. The officer was shifted to a hospital and is reportedly out of danger.","https://t.me/mappingconflictinpakistan/3074"
"02 Jun 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A Counter-Terrorism Department (CTD) official was killed in a targeted killing incident in the Passani area of Badhber, Peshawar.","https://www.facebook.com/share/v/18UhoqFJq2/"
"02 Jun 26","IED Explosion","Nushki, Balochistan","2SF","0","","A security forces vehicle was targeted by a bomb in Nushki district, resulting in the death of Havaldar Waqar Saleem and Sepoy Adnan fareed","https://t.me/Insurgent_Zone/1481"
"02 Jun 26","Other","Karachi, Sindh","1SF","0","","A police officer who sustained injuries during the February 17 attack on the Karachi Police Office succumbed to his wounds.","https://www.facebook.com/share/18YbU8U2gH/"
"01 Jun 26","IED Explosion","Kohat, Khyber Pakhtunkhwa","0","1SF","","An IED targeted a police mobile van carrying SHO Ishtiaq Babu and other personnel in Dara Adamkhel. The vehicle was damaged but all personnel were unharmed with no casualties reported.","https://t.me/insurgent_zone/1446"
"01 Jun 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","1SF","","One SSG soldier was killed and an SSG major was injured during armed clashes in Miranshah, North Waziristan.","https://www.facebook.com/share/1B9Vm1SAXB/"
"01 Jun 26","Drone Strike","Bannu, Khyber Pakhtunkhwa","1M","0","","A militant named Shahidullah Wazir was killed in a drone strike in Bakakhel, Bannu.","https://t.me/Insurgent_Zone/1438"
"01 Jun 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","Police constable Hezbollah Gandapur was shot dead by unidentified gunmen at his residence in Tank district.","https://www.facebook.com/share/17wEfWFvPS/"
"01 Jun 26","Other","Dera Ismail Khan, Khyber Pakhtunkhwa","1IRR","1SF","","TTP claimed responsibility for killing one pro-state militia member, Gulistan, and injuring another, Saadullah, in Dera Ismail Khan city. TTP stated the individuals were involved in killing two of their militants.","https://t.me/insurgent_zone/1486"
"31 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","An FC personnel and a civilian were killed while another person was injured during a firing incident in the Mamund area of Bajaur.","https://t.me/Insurgent_Zone/1432?single"
"31 May 26","Checkpoint Attack","Lakki Marwat, Khyber Pakhtunkhwa","0","1SF","","Militants opened fire on a 225 Wing post in Lakki Marwat district, injuring Frontier Corps Sepoy Tareef Ullah.","https://t.me/insurgent_zone/1435"
"31 May 26","Targeted Killing","Kech, Balochistan","1SF","0","","Frontier Corps personnel Nisaro Ahmed was killed in the Gorkop area of Balochistan.","https://www.facebook.com/share/p/14iYUpDRW4C/"
"31 May 26","Ambush","Larkana, Sindh","1SF","1SF","","Unidentified armed individuals opened fire on police officers patrolling near Ghanti Phatak, Larkana. Officer Mujeeb-ur-Rehman Solangi was killed and Officer Nematullah Memon was seriously injured. Police have cordoned off the area and initiated a search operation.","https://t.me/insurgent_zone/1427"
